order_id,user_id,amount_paise,status,created_ts,captured_ts,source
order_2f02b32f9c6241,U_0625,199900,AUTHORIZED,2026-03-13T19:04:04Z,,webhook
order_3a767054f4524a,U_0698,199900,CAPTURED,2026-04-02T09:26:28Z,2026-04-02T09:34:51Z,webhook
order_25f82adbf18249,U_0512,499900,AUTHORIZED,2026-03-05T05:41:59Z,,webhook
order_aec5ef7f1abd48,U_0261,49900,AUTHORIZED,2026-03-16T14:01:22Z,,webhook
order_cefb6f50810649,U_0781,199900,CREATED,2026-04-06T09:20:57Z,,api
order_9cb82a1dee2543,U_0732,49900,CAPTURED,2026-03-16T09:51:22Z,2026-03-16T09:58:47Z,webhook
order_63925e1b479e4a,U_0399,99900,AUTHORIZED,2026-04-05T19:43:40Z,,webhook
order_3a197ab5953440,U_0190,49900,CREATED,2026-02-28T22:27:48Z,,api
order_6c6d529469ea44,U_0406,49900,CREATED,2026-03-27T21:28:06Z,,api
order_606ea9564e4e46,U_0722,499900,AUTHORIZED,2026-04-17T16:36:01Z,,webhook
order_39c26fc8fe6643,U_0943,99900,CAPTURED,2026-03-06T13:58:01Z,2026-03-06T14:06:09Z,webhook
order_d0ed044ffd4a4b,U_0362,199900,FAILED,2026-03-04T16:34:18Z,,webhook
order_7c5fd38281154e,U_0458,499900,CAPTURED,2026-04-11T03:54:55Z,2026-04-11T04:06:23Z,webhook
order_9233addbba5546,U_0538,49900,FAILED,2026-03-09T02:39:41Z,,webhook
order_f04e90073da645,U_0644,49900,CAPTURED,2026-03-22T17:16:42Z,2026-03-22T17:21:40Z,webhook
order_5ec243a65f744c,U_0758,199900,FAILED,2026-03-25T18:16:15Z,,webhook
order_0e3c654d4eea40,U_0928,199900,AUTHORIZED,2026-03-30T12:36:01Z,,webhook
order_1ac47f78d15a49,U_0382,49900,CREATED,2026-02-19T00:07:39Z,,api
order_fbe6187f2fe849,U_0344,499900,FAILED,2026-04-09T06:52:39Z,,webhook
order_3fa02182192b4c,U_0425,199900,CREATED,2026-03-29T07:06:33Z,,api
order_0c3ee316f03a41,U_0095,49900,CREATED,2026-03-17T07:09:55Z,,api
order_8f9e60ada9e54f,U_0717,499900,AUTHORIZED,2026-04-17T18:01:51Z,,webhook
order_cf475cd8b2f44c,U_0378,49900,FAILED,2026-03-25T07:39:55Z,,webhook
order_0212a0f1a5ec4d,U_0284,49900,CREATED,2026-03-29T04:00:47Z,,api
order_78f87dab671d4c,U_0100,99900,AUTHORIZED,2026-03-18T15:17:56Z,,webhook
order_c68789ae1cb14c,U_0495,499900,CREATED,2026-02-25T19:43:38Z,,api
order_9f2bcc351ee848,U_0875,499900,CREATED,2026-03-01T22:59:50Z,,api
order_30cc2a94d57c46,U_0925,99900,CAPTURED,2026-03-25T00:55:29Z,2026-03-25T00:57:34Z,webhook
order_8d0608ba8e3244,U_0102,499900,CAPTURED,2026-02-22T23:05:52Z,2026-02-22T23:15:36Z,webhook
order_a0aeb1fcd38f4e,U_0786,99900,FAILED,2026-03-20T07:40:32Z,,webhook
order_6a11a8c950c64f,U_0380,499900,CREATED,2026-03-18T20:51:29Z,,api
order_64856254947747,U_0109,199900,CAPTURED,2026-04-05T14:33:03Z,2026-04-05T14:39:47Z,webhook
order_91dfb70b190842,U_0495,199900,CREATED,2026-03-10T17:21:12Z,,api
order_14119d8ae56a48,U_0589,499900,CAPTURED,2026-04-15T23:07:51Z,2026-04-15T23:16:53Z,webhook
order_019fd73756054b,U_0527,199900,AUTHORIZED,2026-03-17T07:12:26Z,,webhook
order_245b3ebc62b749,U_0950,99900,CAPTURED,2026-03-01T11:54:08Z,2026-03-01T11:58:10Z,webhook
order_07fb90d7e5354d,U_0206,499900,AUTHORIZED,2026-04-13T18:59:53Z,,webhook
order_2911845cfe2b43,U_0913,99900,CREATED,2026-02-26T06:52:45Z,,api
order_d23fce1a3ec54c,U_0249,99900,CREATED,2026-03-09T17:05:08Z,,api
order_982fd39c23b94d,U_0759,99900,CAPTURED,2026-03-21T18:10:19Z,2026-03-21T18:15:47Z,webhook
order_0c0ae3dd518a44,U_0418,199900,CAPTURED,2026-02-24T03:02:48Z,2026-02-24T03:10:32Z,webhook
order_809d51c79cca49,U_0697,199900,CREATED,2026-03-04T11:44:11Z,,api
order_3264824553844d,U_0350,499900,CREATED,2026-04-02T19:07:38Z,,api
order_74406f767b464f,U_0356,99900,FAILED,2026-04-11T17:35:33Z,,webhook
order_e28ea9fe08fd40,U_0762,199900,AUTHORIZED,2026-03-09T23:57:46Z,,webhook
order_30c13079e8de48,U_0149,49900,AUTHORIZED,2026-03-28T00:23:01Z,,webhook
order_1360653e50a34a,U_0035,499900,CREATED,2026-03-12T06:48:44Z,,api
order_2ae3da0b73e746,U_0717,199900,CREATED,2026-04-17T11:24:43Z,,api
order_9d73e20eec994c,U_0507,49900,REFUNDED,2026-03-31T10:11:27Z,2026-03-31T10:14:57Z,webhook
order_aa7c00630e324c,U_0125,49900,AUTHORIZED,2026-04-07T23:24:55Z,,webhook
order_258a33f01df94c,U_0609,199900,CREATED,2026-04-09T12:44:46Z,,api
order_0a68c0ce7b7146,U_0337,49900,CREATED,2026-03-31T13:56:41Z,,api
order_9e8ca4fbc03d4e,U_0633,199900,CAPTURED,2026-03-16T15:19:45Z,2026-03-16T15:25:05Z,webhook
order_a6865748ca8740,U_0900,49900,CAPTURED,2026-04-18T04:00:46Z,2026-04-18T04:05:34Z,webhook
order_fbfc68f744a849,U_0606,499900,CREATED,2026-03-24T04:56:31Z,,api
order_baa941d4016d49,U_0412,99900,CAPTURED,2026-02-24T19:58:30Z,2026-02-24T20:07:12Z,webhook
order_fcd15d1565414c,U_0339,49900,CREATED,2026-03-30T08:40:22Z,,api
order_b4e8756a8fc845,U_0137,199900,CAPTURED,2026-04-15T05:23:40Z,2026-04-15T05:31:38Z,webhook
order_1c03e1970d4744,U_0012,199900,CAPTURED,2026-03-18T16:04:37Z,2026-03-18T16:12:17Z,webhook
order_987989d23f0845,U_0389,49900,AUTHORIZED,2026-03-07T18:41:55Z,,webhook
order_3e41ee2ff29542,U_0431,49900,CAPTURED,2026-03-13T05:52:33Z,2026-03-13T05:58:09Z,webhook
order_34758b0672bf46,U_0750,99900,CREATED,2026-03-12T10:40:41Z,,api
order_750a74c26d8849,U_0543,499900,AUTHORIZED,2026-02-19T20:09:01Z,,webhook
order_5296454f68fd48,U_0371,99900,CAPTURED,2026-03-07T15:30:37Z,2026-03-07T15:32:47Z,webhook
order_85525fff810641,U_0910,499900,CAPTURED,2026-04-12T12:58:48Z,2026-04-12T13:02:53Z,webhook
order_3142da8c88504f,U_0421,499900,CREATED,2026-03-28T01:53:09Z,,api
order_754cf5a1a1c742,U_0479,49900,CAPTURED,2026-03-01T12:38:58Z,2026-03-01T12:43:13Z,webhook
order_7051450ad49448,U_0435,499900,CREATED,2026-02-26T12:33:07Z,,api
order_ce30dcd496344a,U_0510,199900,CREATED,2026-04-07T14:06:04Z,,api
order_62bcbd09ef024a,U_0594,49900,AUTHORIZED,2026-03-15T20:00:01Z,,webhook
order_1bf2d8754d474d,U_0350,499900,REFUNDED,2026-03-16T16:10:22Z,2026-03-16T16:22:02Z,webhook
order_27eca5115da549,U_0192,49900,CAPTURED,2026-04-15T14:03:39Z,2026-04-15T14:08:43Z,webhook
order_7d9bf6d44cbf45,U_0480,49800,CREATED,2026-03-09T04:15:30Z,,api
order_952da5a63ee940,U_0680,199900,CAPTURED,2026-02-22T14:31:13Z,2026-02-22T14:34:41Z,webhook
order_0197679dbaea4f,U_0052,499900,CAPTURED,2026-03-06T16:29:18Z,2026-03-06T16:35:44Z,webhook
order_4ed47555ee4547,U_0651,499900,CREATED,2026-03-18T05:45:45Z,,api
order_24421df6fbbd47,U_0152,199900,CAPTURED,2026-03-28T18:00:01Z,2026-03-28T18:06:34Z,webhook
order_692e7a10593a4b,U_0558,49900,CAPTURED,2026-04-02T08:14:28Z,2026-04-02T08:18:29Z,webhook
order_ebdaab0703b84d,U_0426,49900,AUTHORIZED,2026-04-11T07:12:31Z,,webhook
order_5a460d7bead741,U_0535,499900,CREATED,2026-03-14T12:07:17Z,,api
order_4529fb2572fd46,U_0200,199900,CREATED,2026-02-23T11:00:09Z,,api
order_075f600a51114e,U_0769,99900,AUTHORIZED,2026-04-17T04:43:01Z,,webhook
order_508660d5486749,U_0048,99900,CAPTURED,2026-04-10T06:10:12Z,2026-04-10T06:15:57Z,webhook
order_29b3762706f041,U_0221,199900,AUTHORIZED,2026-04-11T17:59:04Z,,webhook
order_9cbefc3104954d,U_0532,49900,CREATED,2026-03-24T20:19:04Z,,api
order_071955f6e8e34e,U_0137,499900,CAPTURED,2026-03-08T02:23:33Z,2026-03-08T02:27:47Z,webhook
order_71f9c1a53f084a,U_0528,99900,CAPTURED,2026-03-09T16:59:09Z,2026-03-09T17:05:58Z,webhook
order_bf1ff1dbb60649,U_0594,49900,CREATED,2026-03-25T21:46:12Z,,api
order_8d0256a1929945,U_0489,499900,AUTHORIZED,2026-04-18T04:13:04Z,,webhook
order_be5fa6e34ca64f,U_0279,49900,REFUNDED,2026-02-26T07:47:45Z,2026-02-26T07:59:12Z,webhook
order_bc06d175fbd14d,U_0434,99900,CREATED,2026-03-11T15:42:07Z,,api
order_3ff549f3300b4a,U_0331,99900,CAPTURED,2026-02-25T07:36:37Z,2026-02-25T07:45:22Z,webhook
order_dd9ebcfdf4f645,U_0669,199900,AUTHORIZED,2026-04-16T06:05:57Z,,webhook
order_140e2db2ad8743,U_0811,99900,CAPTURED,2026-03-02T14:46:20Z,2026-03-02T14:56:00Z,webhook
order_82688074e2fd41,U_0657,499900,CREATED,2026-03-19T22:41:30Z,,api
order_985054419b0446,U_0160,199900,CREATED,2026-04-02T16:43:12Z,,api
order_08870e43d9ef4b,U_0657,99900,AUTHORIZED,2026-03-28T08:52:29Z,,webhook
order_9135f4e4061049,U_0394,499900,AUTHORIZED,2026-03-27T15:54:51Z,,webhook
order_d23fce1a3ec54c,U_0249,99900,AUTHORIZED,2026-03-09T17:05:08Z,,webhook
order_ac1ffa73421a4d,U_0543,499900,AUTHORIZED,2026-03-24T18:43:56Z,,webhook
order_9c20b190f74f46,U_0027,499900,CREATED,2026-04-05T21:22:22Z,,api
order_0d745447ecac49,U_0740,199900,CREATED,2026-02-25T07:51:47Z,,api
order_daf3b4240dd542,U_0193,49900,CAPTURED,2026-03-14T06:06:16Z,2026-03-14T06:09:41Z,webhook
order_c11b695b7eaa4e,U_0555,49900,CREATED,2026-03-01T22:14:58Z,,api
order_ce190db7d9024c,U_0433,199900,CREATED,2026-03-28T11:50:04Z,,api
order_02e663ee5df04e,U_0548,99900,AUTHORIZED,2026-03-26T09:23:11Z,,webhook
order_4595546b876441,U_0433,199900,CREATED,2026-03-31T18:49:45Z,,api
order_8d0608ba8e3244,U_0102,499900,CREATED,2026-02-22T23:05:52Z,,api
order_04179705e1474e,U_0729,499900,AUTHORIZED,2026-04-09T02:11:51Z,,webhook
order_d0076d3a002542,U_0789,99900,CREATED,2026-03-25T14:28:35Z,,api
order_473690b926fe4c,U_0021,499900,CREATED,2026-03-18T20:56:46Z,,api
order_c68af088f50942,U_0053,199900,AUTHORIZED,2026-03-07T20:19:05Z,,webhook
order_bc211fbaa21845,U_0601,49900,AUTHORIZED,2026-02-23T17:11:35Z,,webhook
order_effeb0f1c4e148,U_0817,499900,AUTHORIZED,2026-04-01T23:55:36Z,,webhook
order_1abdb66d44ae47,U_0111,49900,CREATED,2026-04-05T05:18:24Z,,api
order_6be274b7e1be41,U_0636,199900,CREATED,2026-03-17T08:11:04Z,,api
order_296bca6b646a42,U_0789,199900,REFUNDED,2026-03-26T07:57:42Z,2026-03-26T08:04:38Z,webhook
order_1c2a296e7e4543,U_0859,199900,CREATED,2026-02-28T07:06:09Z,,api
order_2f02b32f9c6241,U_0625,199900,CREATED,2026-03-13T19:04:04Z,,api
order_0600f1884ecd4a,U_0958,499900,AUTHORIZED,2026-04-13T20:52:17Z,,webhook
order_770ec62ed4224d,U_0821,49900,AUTHORIZED,2026-04-09T11:13:38Z,,webhook
order_a474e5902f5f48,U_0482,99900,CAPTURED,2026-04-07T13:07:29Z,2026-04-07T13:15:56Z,webhook
order_ff9b00200aa54d,U_0619,199900,CAPTURED,2026-02-26T21:27:52Z,2026-02-26T21:37:36Z,webhook
order_353a8aa67cd646,U_0941,499900,FAILED,2026-03-02T19:55:24Z,,webhook
order_18c32c2782dd47,U_0415,199900,CAPTURED,2026-04-06T21:01:10Z,2026-04-06T21:05:26Z,webhook
order_092e364f2e4e4e,U_0789,99900,AUTHORIZED,2026-03-18T07:02:20Z,,webhook
order_0c866985f16b45,U_0148,49900,CREATED,2026-04-15T17:17:41Z,,api
order_e5c6e663c61f4b,U_0759,49900,CAPTURED,2026-04-18T16:38:36Z,2026-04-18T16:45:32Z,webhook
order_ee66f5562b8144,U_0199,499900,AUTHORIZED,2026-02-20T22:02:17Z,,webhook
order_e96f5112074a44,U_0982,199900,CREATED,2026-03-08T16:28:33Z,,api
order_62bcbd09ef024a,U_0594,49900,CREATED,2026-03-15T20:00:01Z,,api
order_ec2c6cac889641,U_0924,49900,CREATED,2026-03-14T23:44:02Z,,api
order_fe398cb2664f43,U_0307,499900,FAILED,2026-03-21T14:29:42Z,,webhook
order_4bf2493810054f,U_0162,199900,FAILED,2026-03-21T03:33:24Z,,webhook
order_66e4ff5cfb4441,U_0642,99900,CREATED,2026-03-18T09:57:59Z,,api
order_27192bb226f045,U_0184,499900,CAPTURED,2026-03-02T22:09:11Z,2026-03-02T22:13:26Z,webhook
order_37bbc5a5d62b4b,U_0543,199900,AUTHORIZED,2026-03-20T06:56:24Z,,webhook
order_8c1837116a7f4b,U_0160,199900,AUTHORIZED,2026-04-08T01:15:06Z,,webhook
order_9cbefc3104954d,U_0532,49900,AUTHORIZED,2026-03-24T20:19:04Z,,webhook
order_f3f3e4da1c684b,U_0368,499900,CAPTURED,2026-03-14T20:23:53Z,2026-03-14T20:30:28Z,webhook
order_78f87dab671d4c,U_0100,99900,CAPTURED,2026-03-18T15:17:56Z,2026-03-18T15:25:24Z,webhook
order_4b65fe9cb95e48,U_0200,499900,CREATED,2026-03-19T00:22:24Z,,api
order_9da29e70b23444,U_0870,199900,CAPTURED,2026-02-24T14:11:01Z,2026-02-24T14:13:57Z,webhook
order_0f4e3578f45046,U_0502,49900,AUTHORIZED,2026-04-16T17:09:48Z,,webhook
order_d0d4bbddbdd549,U_0246,499900,CAPTURED,2026-04-05T09:15:10Z,2026-04-05T09:20:15Z,webhook
order_10943bfa6f9242,U_0618,49900,AUTHORIZED,2026-03-21T10:08:22Z,,webhook
order_0574c95fc63a48,U_0643,49900,AUTHORIZED,2026-03-23T19:15:03Z,,webhook
order_addbd0f392d747,U_0013,499900,CAPTURED,2026-03-16T03:17:19Z,2026-03-16T03:23:13Z,webhook
order_11154e5689ed4a,U_0947,499900,CAPTURED,2026-02-20T22:47:57Z,2026-02-20T22:50:08Z,webhook
order_7c6f79dc48ce4f,U_0762,499900,CREATED,2026-02-26T00:28:40Z,,api
order_13f11cc172f341,U_0419,199900,AUTHORIZED,2026-03-11T09:58:44Z,,webhook
order_d26444f2f1cc4e,U_0281,199900,CREATED,2026-03-23T06:01:48Z,,api
order_cf1d94fabd3046,U_0937,199900,CREATED,2026-04-12T19:33:48Z,,api
order_7631326db03a40,U_0345,199900,CREATED,2026-03-08T21:00:09Z,,api
order_56f731af09254a,U_0353,499900,CAPTURED,2026-04-01T16:11:24Z,2026-04-01T16:19:18Z,webhook
order_09e840c1327c4c,U_0207,49900,AUTHORIZED,2026-03-31T18:30:44Z,,webhook
order_8d3c2a3a21ce40,U_0653,49900,FAILED,2026-03-13T13:08:52Z,,webhook
order_248349c849c043,U_0393,99900,CAPTURED,2026-03-27T15:50:47Z,2026-03-27T15:53:46Z,webhook
order_92d789e9b2f649,U_0635,199900,CREATED,2026-04-03T20:00:48Z,,api
order_2ac567a2fa1e4f,U_0105,499900,AUTHORIZED,2026-04-07T16:01:29Z,,webhook
order_39005918f16c48,U_0900,199900,CREATED,2026-04-19T19:57:26Z,,api
order_5ee78c13b4b743,U_0773,49900,CAPTURED,2026-03-20T19:35:09Z,2026-03-20T19:41:41Z,webhook
order_adfde3cbd61745,U_0556,99900,CREATED,2026-04-16T23:30:30Z,,api
order_43089b9ed55e45,U_0357,499900,CAPTURED,2026-04-07T02:32:10Z,2026-04-07T02:40:53Z,webhook
order_6c11532f55e84a,U_0929,49900,CREATED,2026-02-20T00:04:42Z,,api
order_769c3d1d5e1843,U_0345,99900,CAPTURED,2026-04-08T01:59:31Z,2026-04-08T02:11:02Z,webhook
order_27dc2fb180f542,U_0329,199900,AUTHORIZED,2026-03-24T22:15:55Z,,webhook
order_2ae3da0b73e746,U_0717,199900,CAPTURED,2026-04-17T11:24:43Z,2026-04-17T11:33:47Z,webhook
order_3eb9e3d402f245,U_0722,49900,CREATED,2026-04-17T09:08:24Z,,api
order_aaa90cdafc114a,U_0224,99900,FAILED,2026-03-04T16:41:54Z,,webhook
order_fc0660be7eb346,U_0387,499900,CREATED,2026-04-15T08:50:38Z,,api
order_c91195b39cbf44,U_0465,199900,CAPTURED,2026-03-14T02:38:35Z,2026-03-14T02:50:29Z,webhook
order_0ff9a42b3fd243,U_0071,49900,AUTHORIZED,2026-03-05T10:21:59Z,,webhook
order_314cb20183694a,U_0650,499900,REFUNDED,2026-03-03T21:47:16Z,2026-03-03T21:58:57Z,webhook
order_bdc18e58161e44,U_0717,49900,CREATED,2026-03-20T01:55:10Z,,api
order_4595546b876441,U_0433,199900,FAILED,2026-03-31T18:49:45Z,,webhook
order_ca66d13e60404a,U_0450,49900,CREATED,2026-04-10T21:22:22Z,,api
order_6380007f0fa246,U_0854,49900,CAPTURED,2026-03-13T15:49:08Z,2026-03-13T15:55:24Z,webhook
order_9bd27177a9ad49,U_0912,49900,AUTHORIZED,2026-04-04T09:38:39Z,,webhook
order_540e18cc294e45,U_0401,49900,CAPTURED,2026-04-11T15:43:24Z,2026-04-11T15:53:51Z,webhook
order_76d7785afb364a,U_0553,499900,CREATED,2026-02-22T01:40:09Z,,api
order_ed452d78d20046,U_0155,499900,CREATED,2026-03-04T09:50:45Z,,api
order_fcbf2127a4244a,U_0339,49900,CREATED,2026-03-18T01:47:08Z,,api
order_07ef50a5104d44,U_0087,199900,AUTHORIZED,2026-02-28T06:53:07Z,,webhook
order_b19a9d546f294a,U_0406,199900,AUTHORIZED,2026-03-29T17:59:30Z,,webhook
order_d0d4bbddbdd549,U_0246,499900,AUTHORIZED,2026-04-05T09:15:10Z,,webhook
order_915160a142bb47,U_0556,49900,CREATED,2026-03-03T17:17:56Z,,api
order_bc366dc0d1ae4c,U_0990,99900,AUTHORIZED,2026-02-27T10:15:30Z,,webhook
order_1f3f6d998eb34e,U_0750,99900,AUTHORIZED,2026-04-11T16:01:57Z,,webhook
order_807e8c643d2c48,U_0604,499900,AUTHORIZED,2026-03-09T15:11:58Z,,webhook
order_63925e1b479e4a,U_0399,99900,CREATED,2026-04-05T19:43:40Z,,api
order_39adc733827043,U_0318,49900,AUTHORIZED,2026-04-01T23:02:35Z,,webhook
order_8ce7a7a0d61c48,U_0682,499900,AUTHORIZED,2026-03-12T06:57:51Z,,webhook
order_39d106a084304c,U_0897,99900,CREATED,2026-03-21T16:00:25Z,,api
order_092954ea23044b,U_0539,499900,REFUNDED,2026-03-29T02:38:03Z,2026-03-29T02:45:25Z,webhook
order_de868c9690c946,U_0938,49900,CREATED,2026-02-22T23:54:18Z,,api
order_5194953c3eab44,U_0012,199900,AUTHORIZED,2026-03-01T07:45:37Z,,webhook
order_3554fee622124a,U_0735,499900,AUTHORIZED,2026-04-15T15:42:06Z,,webhook
order_256771cca5af49,U_0533,199900,CAPTURED,2026-03-27T13:55:14Z,2026-03-27T14:05:49Z,webhook
order_ff01b88eec4049,U_0390,99900,CREATED,2026-03-30T21:15:31Z,,api
order_8dd36fc9f2d146,U_0251,499900,CAPTURED,2026-03-02T04:26:45Z,2026-03-02T04:36:32Z,webhook
order_4ab42122aba74d,U_0875,99900,CREATED,2026-03-27T19:08:27Z,,api
order_44100242d47f46,U_0631,99900,AUTHORIZED,2026-02-28T13:57:19Z,,webhook
order_7513cd67f3524c,U_0532,499900,CREATED,2026-03-12T23:43:24Z,,api
order_fd2966bfeafc4a,U_0074,99900,FAILED,2026-03-15T11:54:58Z,,webhook
order_94e50794b4a940,U_0360,199900,REFUNDED,2026-02-19T13:39:13Z,2026-02-19T13:52:19Z,webhook
order_092e364f2e4e4e,U_0789,99900,CREATED,2026-03-18T07:02:20Z,,api
order_56763012d2f040,U_0363,99900,FAILED,2026-04-19T08:06:23Z,,webhook
order_fec4225e0c304f,U_0022,49900,CREATED,2026-03-08T16:00:10Z,,api
order_2e909cd5d60c48,U_0371,99900,CREATED,2026-03-25T10:39:12Z,,api
order_a7b85495d9d542,U_0309,49900,CREATED,2026-04-19T04:36:50Z,,api
order_29b3762706f041,U_0221,199900,CAPTURED,2026-04-11T17:59:04Z,2026-04-11T18:09:08Z,webhook
order_789bcea8be3d4c,U_0208,199900,CAPTURED,2026-03-30T04:47:23Z,2026-03-30T04:53:09Z,webhook
order_27ee15aed63c40,U_0628,49900,CREATED,2026-03-21T15:42:43Z,,api
order_6be4bd54f97a41,U_0973,499900,CREATED,2026-04-02T00:26:46Z,,api
order_bd6909029d9246,U_0056,499900,CAPTURED,2026-03-03T20:38:37Z,2026-03-03T20:46:58Z,webhook
order_daf3b4240dd542,U_0193,49900,AUTHORIZED,2026-03-14T06:06:16Z,,webhook
order_3ef52f94d47b49,U_0568,199900,CREATED,2026-03-09T00:39:21Z,,api
order_e18e081592e24c,U_0594,49900,CAPTURED,2026-03-19T13:10:26Z,2026-03-19T13:19:13Z,webhook
order_cf0a709355a147,U_0165,199900,CAPTURED,2026-03-23T09:07:45Z,2026-03-23T09:16:29Z,webhook
order_a52bb23a704540,U_0750,499900,AUTHORIZED,2026-03-23T20:34:59Z,,webhook
order_30cc2a94d57c46,U_0925,99900,CREATED,2026-03-25T00:55:29Z,,api
order_b1af3fe4010f44,U_0750,199900,CAPTURED,2026-04-11T07:10:01Z,2026-04-11T07:15:14Z,webhook
order_53416d5c655843,U_0098,199900,CAPTURED,2026-03-25T08:00:02Z,2026-03-25T08:02:58Z,webhook
order_b4833ceb3b0548,U_0324,199900,AUTHORIZED,2026-03-18T02:35:29Z,,webhook
order_c7020b6b62b144,U_0335,49900,CAPTURED,2026-02-28T16:15:00Z,2026-02-28T16:22:38Z,webhook
order_4ec9e33bc38b46,U_0590,499900,AUTHORIZED,2026-02-27T17:34:11Z,,webhook
order_3df3c808cef44c,U_0920,199900,CAPTURED,2026-04-01T19:02:47Z,2026-04-01T19:06:45Z,webhook
order_6a11a8c950c64f,U_0380,499900,AUTHORIZED,2026-03-18T20:51:29Z,,webhook
order_5fba209fa57e4a,U_0171,199900,CREATED,2026-03-23T09:03:29Z,,api
order_0cfd1ac709a749,U_0868,49900,CREATED,2026-02-25T17:05:18Z,,api
order_ba478b8da65147,U_0206,99900,AUTHORIZED,2026-03-23T06:27:25Z,,webhook
order_4807427e30ba4e,U_0987,99900,AUTHORIZED,2026-03-03T09:01:15Z,,webhook
order_1b0f64bedb0c4a,U_0032,49900,CREATED,2026-03-15T11:29:28Z,,api
order_814c67e5721a47,U_0251,499900,CAPTURED,2026-03-27T04:59:40Z,2026-03-27T05:07:04Z,webhook
order_ce0f2d92661644,U_0026,99900,CREATED,2026-04-09T15:07:37Z,,api
order_657691759f9e4b,U_0808,99900,CREATED,2026-03-21T00:55:02Z,,api
order_c92d6e06ab4d49,U_0362,199900,CAPTURED,2026-02-21T20:39:18Z,2026-02-21T20:50:24Z,webhook
order_c2539934d15644,U_0363,49900,CAPTURED,2026-04-19T14:01:29Z,2026-04-19T14:04:39Z,webhook
order_58c43bbb724444,U_0957,49900,CAPTURED,2026-03-10T23:19:04Z,2026-03-10T23:22:49Z,webhook
order_12ff6eb0a61245,U_0398,99900,CAPTURED,2026-04-06T01:02:27Z,2026-04-06T01:10:30Z,webhook
order_07d3d5cd453940,U_0216,199900,AUTHORIZED,2026-02-21T08:14:18Z,,webhook
order_8aa88b819ecf45,U_0794,49900,CREATED,2026-03-10T17:19:22Z,,api
order_0c4116839f2f41,U_0761,49900,AUTHORIZED,2026-04-11T14:12:19Z,,webhook
order_37ecd4c5993648,U_0842,199900,AUTHORIZED,2026-04-06T03:09:48Z,,webhook
order_dbdb38a224854c,U_0916,49900,REFUNDED,2026-03-01T19:18:58Z,2026-03-01T19:23:43Z,webhook
order_53f9176ace2047,U_0456,99900,CREATED,2026-04-19T18:21:47Z,,api
order_005fd6b6d6f842,U_0217,199900,AUTHORIZED,2026-02-20T07:10:44Z,,webhook
order_ba478b8da65147,U_0206,99900,CREATED,2026-03-23T06:27:25Z,,api
order_612e640d9ef94c,U_0313,199900,AUTHORIZED,2026-04-10T09:21:48Z,,webhook
order_cd457bd01d6e47,U_0662,199900,CREATED,2026-04-04T11:08:17Z,,api
order_a27b933ebde140,U_0600,199900,CAPTURED,2026-03-21T19:03:35Z,2026-03-21T19:10:46Z,webhook
order_dd266061c53d40,U_0279,499900,AUTHORIZED,2026-03-10T12:39:56Z,,webhook
order_c2b1384d8b4944,U_0030,99900,CREATED,2026-03-24T11:39:55Z,,api
order_27dc2fb180f542,U_0329,199900,CAPTURED,2026-03-24T22:15:55Z,2026-03-24T22:27:47Z,webhook
